entity_name,label_name,label
Garmisch-Partenkirchner Tagblatt,Medien,0
Göttinger Tageblatt,Medien,0
HSE,Medien,0
hr-fernsehen,Medien,0
radio NRW,Medien,0
Radio Neandertal,Medien,0
Radio MK,Medien,0
Radio Lübeck,Medien,0
Radio LOTTE Weimar,Medien,0
Radio LOHRO,Medien,0
Radio Lippe Welle Hamm,Medien,0
Radio Lippe,Medien,0
Radio Leverkusen,Medien,0
Radio Leipzig 2,Medien,0
Radio Leipzig,Medien,0
Radio LAUSITZWELLE,Medien,0
Radio Lausitz,Medien,0
Radio Köln,Medien,0
Radio Kiepenkerl,Medien,0
Radio Homburg ,Medien,0
Radio Nordseewelle (Hamburg/Schleswig-Holstein),Medien,0
Radio Oberlausitz International,Medien,0
"radio okj 103,4",Medien,0
Radio Dresden,Medien,0
radio B2 (Hessen),Medien,0
Radio Hochstift,Medien,0
Radio K.W.,Medien,0
Radio Roland,Medien,0
"Radio RheinWelle 92,5",Medien,0
Radio Regenbogen (Mannheim),Medien,0
Radio PSR,Medien,0
Radio Primaton,Medien,0
Radio Potsdam 89.2,Medien,0
Radio Paradiso Nord (Mecklenburg-Vorpommern),Medien,0
Radio Paradiso 98.2 (Berlin-Brandenburg),Medien,0
Radio Paloma,Medien,0
Radio P.O.S.,Medien,0
Radio Ostrock,Medien,0
Radio Oberwiesenthal - Hörfunk im Kabelnetz,Medien,0
Hit104,Medien,0
Radio Artern,Medien,0
Radio 90vier UG (haftungsbeschränkt),Medien,0
NITRO,Medien,0
nicktoons,Medien,0
Nick,Medien,0
nice,Medien,0
NE-WS 89.4,Medien,0
neueins,Medien,0
NerdStar,Medien,0
NDR Plus,Medien,0
NDR Kultur,Medien,0
NDR Info Spezial,Medien,0
Now!,Medien,0
Radio 91.2,Medien,0
OstWest,Medien,0
Peilsender,Medien,0
"Radio 90,1",Medien,0
N-JOY,Medien,0
noa 4 - nachbarn on air,Medien,0
noa 4 - Norderstedt on air,Medien,0
Nova Radio,Medien,0
Ostseewelle HIT-RADIO Hamburg/Schleswig-Holstein,Medien,0
Oschatz TV,Medien,0
Oscar am Freitag-TV,Medien,0
ONE,Medien,0
oko,Medien,0
Ohrsicht-Radio - der Klang der Inklusion,Medien,0
OHRFUNK.de,Medien,0
radio B2 SCHLAGERMIXX,Medien,0
OF-TV,Medien,0
Oder-Spree-Fernsehen II (OSF II),Medien,0
Oder-Spree-Fernsehen (OSF),Medien,0
Oderland.TV,Medien,0
Oberwiesenthaler Bildschirmtext - TV im Kabelnetz,Medien,0
NWG - Neiße Welle Guben,Medien,0
Ostseewelle HITRADIO Mecklenburg-Vorpommern,Medien,0
n-tv,Medien,0
ODF-Fernsehen für Ostbrandenburg,Medien,0
Radio Bamberg,Medien,0
Radio Berg,Medien,0
Radio Bielefeld,Medien,0
Klassik Radio Beats (bundesweit),Medien,0
Klassik Radio (bundesweit),Medien,0
Klassik Radio (Berlin),Medien,0
KISS FM,Medien,0
KiRaKa,Medien,0
Kinowelt TV,Medien,0
KiKA,Medien,0
KCRW Berlin ,Medien,0
Junger Kulturkanal,Medien,0
katholisch.de,Medien,0
Kanal 9 Erzgebirge,Medien,0
Kanal 12 Spremberg TV,Medien,0
Kalimbo,Medien,0
Kabelzeitung Adelsberg,Medien,0
"Kabelzeitung (Altenberg, Geising, Zinnwald)",Medien,0
Klinik-Info-Kanal (KiK-TV),Medien,0
Koblenz 1,Medien,0
Kraichgau TV,Medien,0
K-TV Katholisches Fernsehen,Medien,0
hr4,Medien,0
hr3,Medien,0
hr2-kultur,Medien,0
hr1,Medien,0
HoRadS - Hochschulradio Stuttgart,Medien,0
HOPE TV,Medien,0
HitRadio SKW,Medien,0
KabelJournal Flöha-TV,Medien,0
Hitradio RTL Sachsen,Medien,0
Hitradio MS One,Medien,0
HSE24 Trend,Medien,0
"NDR 90,3",Medien,0
Jukebox,Medien,0
Junior,Medien,0
KW-TV,Medien,0
kulturmdTV,Medien,0
HITRADIO OHR,Medien,0
hr-iNFO,Medien,0
KabelJournal Erzgebirge,Medien,0
Kabel plus (Sachsen),Medien,0
Radio Ennepe Ruhr,Medien,0
Radio Emscher Lippe,Medien,0
Radio Duisburg,Medien,0
Radio Herford,Medien,0
Radio Dreyeckland,Medien,0
Radio Darmstadt,Medien,0
Radio Cottbus 94.5,Medien,0
Radio Chemnitz,Medien,0
Radio Charivari Würzburg,Medien,0
Radio Brocken,Medien,0
Radio Bremen TV,Medien,0
Radio Bonn/Rhein-Sieg,Medien,0
Radio BOB! Schleswig-Holstein,Medien,0
Radio BOB!,Medien,0
Radio Blau,Medien,0
Radio ENNO,Medien,0
Radio Erft,Medien,0
Radio Erzgebirge - Wir lieben das Erzgebirge!,Medien,0
"Radio Erzgebirge 107,7",Medien,0
Kabel plus,Medien,0
Kabel eins Doku,Medien,0
kabel eins CLASSICS,Medien,0
Kabel Eins,Medien,0
Juwelo,Medien,0
Kanal Avrupa,Medien,0
NDR Blue,Medien,0
KabelJournal Chemnitzer Land,Medien,0
NDR Fernsehen,Medien,0
Radio Hamburg,Medien,0
Radio Gütersloh,Medien,0
"Radio Golos Berlina 97,2 FM",Medien,0
radio GOLD,Medien,0
Radio F.R.E.I.,Medien,0
Radio Euskirchen,Medien,0
Radio Euroherz,Medien,0
NDR Info,Medien,0
Radio 7,Medien,0
Grafschafter Nachrichten,Medien,0
HNA Witzenhäuser Allgemeine,Medien,0
Radio RST,Medien,0
Rhein-Lahn-Zeitung,Medien,0
Rheinische Post,Medien,0
Rhein-Hunsrück-Zeitung,Medien,0
Rheiderland,Medien,0
Rottaler Anzeiger,Medien,0
Isar-Anzeiger,Medien,0
Ipf- und Jagst-Zeitung,Medien,0
Illertisser Zeitung,Medien,0
Der Bayerwald Bote,Medien,0
Delmenhorster Kreisblatt,Medien,0
Deister- und Weserzeitung,Medien,0
Deggendorfer Zeitung,Medien,0
Dattelner Morgenpost,Medien,0
Das Parlament,Medien,0
Rhein-Sieg Anzeiger,Medien,0
Darmstädter Echo,Medien,0
Rhein-Sieg Rundschau,Medien,0
Rhön- und Saalepost,Medien,0
Salzgitter Zeitung,Medien,0
Sächsische Zeitung,Medien,0
Saarbrücker Zeitung,Medien,0
Saale-Zeitung,Medien,0
Rüsselsheimer Echo,Medien,0
Ruppiner Tageblatt,Medien,0
Ruppiner Anzeiger,Medien,0
Rundschau Gaildorf,Medien,0
Reutlinger General-Anzeiger,Medien,0
Ruhr Nachrichten,Medien,0
Roth-Hilpoltsteiner Volkszeitung,Medien,0
Rotenburger Kreiszeitung,Medien,0
Rieser Nachrichten,Medien,0
Ried Echo,Medien,0
Rhön- und Streubote,Medien,0
Rhein-Zeitung,Medien,0
Dahme Kurier,Medien,0
Dachauer Nachrichten,Medien,0
Cuxhavener Nachrichten,Medien,0
Cannstatter Zeitung,Medien,0
Bramscher Nachrichten,Medien,0
Der Ermstal-Bote,Medien,0
Der Havelländer,Medien,0
Dorfener Anzeiger,Medien,0
Donau-Zeitung,Medien,0
Donauwörther Zeitung,Medien,0
Donau-Post,Medien,0
Donaukurier,Medien,0
Döbelner Anzeiger,Medien,0
Döbelner Allgemeine,Medien,0
Dithmarscher Landeszeitung,Medien,0
Dingolfinger Anzeiger,Medien,0
Dill-Zeitung,Medien,0
Dieburger Anzeiger,Medien,0
Brandenburger Kurier,Medien,0
Braunschweiger Zeitung,Medien,0
Bremer Nachrichten,Medien,0
Bremervörder Zeitung,Medien,0
Coburger Tageblatt,Medien,0
Chiemgau-Zeitung,Medien,0
Chemnitzer Morgenpost,Medien,0
Chamer Zeitung,Medien,0
Der Bote für Nürnberg-Land,Medien,0
Cellesche Zeitung,Medien,0
Buxtehuder Tageblatt,Medien,0
Schaumburger Nachrichten,Medien,0
Butzbacher Zeitung,Medien,0
Burghauser Anzeiger,Medien,0
Bünder Zeitung,Medien,0
Bünder Tageblatt,Medien,0
Buchloer Zeitung,Medien,0
Brunsbütteler Zeitung,Medien,0
Bruchsaler Rundschau,Medien,0
Brettener Nachrichten,Medien,0
Bürstädter Zeitung,Medien,0
Schaumburger Zeitung,Medien,0
Schaumburg-Lippische Landes-Zeitung,Medien,0
Schifferstadter Tagblatt,Medien,0
Thüringische Landeszeitung,Medien,0
Thüringer Allgemeine,Medien,0
Tegernseer Zeitung,Medien,0
Taunus-Zeitung,Medien,0
Tauber-Zeitung,Medien,0
Täglicher Anzeiger,Medien,0
Tageblatt für den Kreis Steinfurt,Medien,0
SZ-Sindelfinger / BZ-Böblinger Zeitung,Medien,0
Sulzbach-Rosenberger Zeitung,Medien,0
Südwest Presse/Die Neckarquelle,Medien,0
Südwest Presse,Medien,0
Südthüringer Zeitung,Medien,0
Südostbayerische Rundschau,Medien,0
Südkurier,Medien,0
Tölzer Kurier,Medien,0
Torgauer Zeitung,Medien,0
Süderländer Volksfreund,Medien,0
Traunreuter Anzeiger,Medien,0
Traunsteiner Tagblatt,Medien,0
Siegener Zeitung,Medien,0
Schongauer Nachrichten,Medien,0
Süderländer Tageblatt,Medien,0
Südhessen Morgen,Medien,0
Verler Zeitung,Medien,0
Verdener Nachrichten,Medien,0
VDI Nachrichten,Medien,0
Isar-Loisachbote,Medien,0
Vaihinger Kreiszeitung,Medien,0
Untertürkheimer Zeitung,Medien,0
Unsere Neue Zeitung,Medien,0
Uetersener Nachrichten,Medien,0
tz,Medien,0
Trostberger Tagblatt,Medien,0
Trierischer Volksfreund,Medien,0
Treuchtlinger Kurier,Medien,0
Usinger Anzeiger,Medien,0
Die Zeit,Medien,0
Schlitzer Bote,Medien,0
Reichenhaller Tagblatt,Medien,0
Paderborner Kreiszeitung,Medien,0
Ostthüringer Zeitung,Medien,0
Ostsee-Zeitung,Medien,0
Ostholsteiner Nachrichten,Medien,0
Ostholsteiner Anzeiger,Medien,0
Ostfriesischer Kurier,Medien,0
Ostfriesische Nachrichten,Medien,0
Ostfriesen-Zeitung,Medien,0
Osterländer Volkszeitung,Medien,0
Pfälzischer Merkur,Medien,0
Schleswig-Holsteinische Landeszeitung,Medien,0
Rems-Zeitung,Medien,0
Reutlinger Nachrichten,Medien,0
Schlei-Bote,Medien,0
Schlänger Zeitung,Medien,0
Passauer Neue Presse,Medien,0
Pegnitz-Zeitung,Medien,0
Peiner Allgemeine Zeitung,Medien,0
Penzberger Merkur,Medien,0
Recklinghäuser Zeitung,Medien,0
Rahdener Zeitung,Medien,0
Pyrmonter Nachrichten,Medien,0
Probsteier Herold,Medien,0
Prignitz-Kurier,Medien,0
Potsdamer Tageszeitung,Medien,0
Potsdamer Neueste Nachrichten,Medien,0
Schleswiger Nachrichten,Medien,0
Plattlinger Zeitung,Medien,0
Pirmasenser Zeitung,Medien,0
Pinneberger Tageblatt,Medien,0
Pfullinger Zeitung,Medien,0
Pforzheimer Zeitung,Medien,0
Remscheider General-Anzeiger,Medien,0
Pforzheimer Kurier,Medien,0
Pfaffenhofener Kurier,Medien,0
Plattlinger Anzeiger,Medien,0
Dresdner Morgenpost,Medien,0
Die Welt,Medien,0
der Freitag,Medien,0
Hattersheimer Stadtanz.,Medien,0
Haßfurter Tagblatt,Medien,0
Harz Kurier,Medien,0
Hannoversche Allgemeine Zeitung,Medien,0
Hersbrucker Zeitung,Medien,0
Handelsblatt,Medien,0
Hamburger Morgenpost,Medien,0
Hamburger Abendblatt,Medien,0
Halterner Zeitung,Medien,0
Hallertauer Zeitung,Medien,0
Haller Tagblatt,Medien,0
Haller Kreisblatt,Medien,0
Gütersloher Zeitung,Medien,0
Gunzenhauser Zeitung,Medien,0
Günzburger Zeitung,Medien,0
Heidenheimer Neue Presse,Medien,0
Groß-Zimmerner Lokalanzeiger,Medien,0
Heidenheimer Zeitung,Medien,0
Heinsberger Nachrichten,Medien,0
Bayerische Rundschau,Medien,0
Barmstedter Zeitung,Medien,0
Badisches Tagblatt,Medien,0
Badische Zeitung,Medien,0
Badische Neueste Nachrichten,Medien,0
Berliner Kurier,Medien,0
Viechtacher BayerwaldBote,Medien,0
Dosse-Kurier,Medien,0
Dresdner Neueste Nachrichten,Medien,0
Herforder Kreisblatt,Medien,0
Herforder Kreisanzeiger,Medien,0
Herborner Tageblatt,Medien,0
Henningsdorfer Generalanzeiger,Medien,0
Hellweger Anzeiger,Medien,0
Heinsberger Zeitung,Medien,0
Heilbronner Stimme,Medien,0
Groß-Gerauer Echo,Medien,0
Griesheimer Anzeiger,Medien,0
Grevener Zeitung,Medien,0
HNA Wolfhager Allgemeine,Medien,0
HNA Sollinger Allgemeine,Medien,0
HNA Schwälmer Allgemeine,Medien,0
HNA Rotenburg-Bebraer Allgemeine,Medien,0
HNA Northeimer Neueste Nachrichten,Medien,0
HNA Mündener Allgemeine,Medien,0
HNA Melsunger Allgemeine,Medien,0
HNA Hofgeismarer Allgemeine,Medien,0
HNA Fritzlar-Homberger Allgemeine,Medien,0
HNA Frankenberger Allgemeine,Medien,0
Hinterländer Anzeiger,Medien,0
Hilpoltsteiner Zeitung,Medien,0
Hilpoltsteiner Kurier,Medien,0
Hildesheimer Allgemeine Zeitung,Medien,0
Heuberger Bote,Medien,0
Hertener Allgemeine,Medien,0
Hochheimer Zeitung,Medien,0
Höchster Kreisblatt,Medien,0
Hockenheimer Tageszeitung,Medien,0
Gränzbote,Medien,0
Hanauer Anzeiger,Medien,0
Gransee-Zeitung,Medien,0
Hersfelder Zeitung,Medien,0
Hessische/Niedersächsische Allgemeine,Medien,0
Idsteiner Zeitung,Medien,0
Husumer Nachrichten,Medien,0
Bayerische Staatszeitung,Medien,0
Hürriyet,Medien,0
Höxtersche Kreiszeitung,Medien,0
Holzkirchner Merkur,Medien,0
Holsteinischer Courier,Medien,0
Hohenzollerische Zeitung,Medien,0
Hohenloher Zeitung,Medien,0
Hohenloher Tagblatt,Medien,0
Hofheimer Zeitung,Medien,0
Hünfelder Zeitung,Medien,0
Bayerwald Echo,Medien,0
Beobachter,Medien,0
Berchtesgadener Anzeiger,Medien,0
B.Z. am Sonntag,Medien,0
B.Z.,Medien,0
Augsburger Allgemeine,Medien,0
Ärzte Zeitung,Medien,0
Anzeiger für Harlingerland,Medien,0
Ammersee-Kurier,Medien,0
Amberger Zeitung,Medien,0
Alt-Neuöttinger Anzeiger,Medien,0
Altmühl-Bote,Medien,0
Altmark-Zeitung,Medien,0
Altländer Tageblatt,Medien,0
Altenaer Kreisblatt,Medien,0
Altbayerische Heimatpost,Medien,0
Backnanger Kreiszeitung,Medien,0
Alsfelder Allgemeine,Medien,0
Babenhäuser Zeitung,Medien,0
Borkumer Zeitung,Medien,0
Bote vom Unter-Main,Medien,0
Dorstener Zeitung,Medien,0
Die Tagespost,Medien,0
Die Rheinpfalz,Medien,0
Die Oberbadische,Medien,0
Die Neckarquelle,Medien,0
Die Kitzinger,Medien,0
Die Harke,Medien,0
Die Glocke,Medien,0
Allgemeine Zeitung,Medien,0
Der Westallgäuer,Medien,0
Der Tagesspiegel,Medien,0
Der Prignitzer,Medien,0
Der Patriot,Medien,0
Der neue Tag,Medien,0
Der Insel-Bote,Medien,0
Der Heimatbote,Medien,0
Die Rheinpfalz am Sonntag,Medien,0
Der Teckbote,Medien,0
die tageszeitung,Medien,0
Allgemeine Laber-Zeitung,Medien,0
Allgäuer Anzeigeblatt,Medien,0
Bleckeder Zeitung,Medien,0
Billerbecker Anzeiger,Medien,0
BILD-Zeitung,Medien,0
Bietigheimer Zeitung,Medien,0
Bielefelder Tageblatt,Medien,0
Bibliser Blatt,Medien,0
Bersenbrücker Kreisblatt,Medien,0
Berliner Zeitung,Medien,0
Bad Schwartauer Nachrichten,Medien,0
Berliner Morgenpost,Medien,0
Bergsträßer Anzeiger,Medien,0
Bergischer Volksbote,Medien,0
Bergische Morgenpost,Medien,0
Bergische Landeszeitung,Medien,0
Bergedorfer Zeitung,Medien,0
Bocholter-Borkener Volksblatt,Medien,0
Bogener Zeitung,Medien,0
Böhme-Zeitung,Medien,0
Bonner Rundschau,Medien,0
Aller Zeitung,Medien,0
Alfelder Zeitung,Medien,0
Alb-Bote,Medien,0
Aichacher Zeitung,Medien,0
Aichacher Nachrichten,Medien,0
Acher-Rench-Zeitung,Medien,0
Acher- und Bühler Bote,Medien,0
Allgäuer Zeitung,Medien,0
Abendzeitung,Medien,0
Aachener Zeitung,Medien,0
Allgemeine Zeitung der Lüneburger Heide,Medien,0
Bote vom Haßgau,Medien,0
Bad Oeynhausener Kurier,Medien,0
Bad Sodener Zeitung,Medien,0
Borkener Zeitung,Medien,0
Bönnigheimer Zeitung,Medien,0
Aalener Nachrichten,Medien,0
Schorndorfer Nachrichten,Medien,0
Radio 2Day,Medien,0
Radio 21 - NRWs bester ROCK'N POP,Medien,0
Prignitz-Kuriers,Medien,0
Plattlinger Anzeigers,Medien,0
Pinneberger Tageblatts,Medien,0
Remscheider General-Anzeigers,Medien,0
Pforzheimer Kuriers,Medien,0
Pfaffenhofener Kuriers,Medien,0
Ostholsteiner Anzeigers,Medien,0
Ostfriesischer Kuriers,Medien,0
Schifferstadter Tagblatts,Medien,0
Ruppiner Tageblatts,Medien,0
Ruppiner Anzeigers,Medien,0
Reutlinger General-Anzeigers,Medien,0
Rhein-Sieg Anzeigers,Medien,0
Radios RST,Medien,0
Rottaler Anzeigers,Medien,0
Reichenhaller Tagblatts,Medien,0
Isar-Anzeigers,Medien,0
Tölzer Kuriers,Medien,0
Täglicher Anzeigers,Medien,0
Osterholzer Kreisblatts,Medien,0
Straubinger Tagblatts,Medien,0
Stormarner Tageblatts,Medien,0
Stader Tageblatts,Medien,0
Solinger Tageblatts,Medien,0
Soester Anzeigers,Medien,0
Schweinfurter Tagblatts,Medien,0
Schwäbisches Tagblatts,Medien,0
Schwabacher Tagblatts,Medien,0
Süderländer Tageblatts,Medien,0
Usinger Anzeigers,Medien,0
Trostberger Tagblatts,Medien,0
Treuchtlinger Kuriers,Medien,0
Traunsteiner Tagblatts,Medien,0
Traunreuter Anzeigers,Medien,0
Tageblatts für den Kreis Steinfurt,Medien,0
Delmenhorster Kreisblatts,Medien,0
Dahme Kuriers,Medien,0
Coburger Tageblatts,Medien,0
Berliner Kuriers,Medien,0
Dosse-Kuriers,Medien,0
Herforder Kreisblatts,Medien,0
Herborner Tageblatts,Medien,0
Hellweger Anzeigers,Medien,0
Haßfurter Tagblatts,Medien,0
Harz Kuriers,Medien,0
Haller Tagblatts,Medien,0
Haller Kreisblatts,Medien,0
Griesheimer Anzeigers,Medien,0
Hanauer Anzeigers,Medien,0
Hohenloher Tagblatts,Medien,0
Höchster Kreisblatts,Medien,0
Hinterländer Anzeigers,Medien,0
Hilpoltsteiner Kuriers,Medien,0
Badisches Tagblatts,Medien,0
Berchtesgadener Anzeigers,Medien,0
Bergsträßer Anzeigers,Medien,0
Bersenbrücker Kreisblatts,Medien,0
Buxtehuder Tageblatts,Medien,0
Burghauser Anzeigers,Medien,0
Bünder Tageblatts,Medien,0
Brandenburger Kuriers,Medien,0
Dorfener Anzeigers,Medien,0
Döbelner Anzeigers,Medien,0
Dingolfinger Anzeigers,Medien,0
Leverkusener Anzeigers,Medien,0
Dieburger Anzeigers,Medien,0
Ammersee-Kuriers,Medien,0
Alt-Neuöttinger Anzeigers,Medien,0
Altländer Tageblatts,Medien,0
Altenaer Kreisblatts,Medien,0
Bad Oeynhausener Kuriers,Medien,0
Billerbecker Anzeigers,Medien,0
Bielefelder Tageblatts,Medien,0
Anzeigers für Harlingerland,Medien,0
Lüttringhauser Anzeigers,Medien,0
Lauterbacher Anzeigers,Medien,0
Markgräfler Tagblatts,Medien,0
Radios SAW,Medien,0
Radios Sauerland,Medien,0
Radios Ton Ostwürttemberg,Medien,0
Rockland Radios,Medien,0
RNF Rhein-Neckar Fernsehens,Medien,0
RFI Monde - Radios France Internationale,Medien,0
rbb Fernsehens,Medien,0
WDR Fernsehens,Medien,0
"Wartburg-Radios 96,5",Medien,0
UM.tv - Fernsehens aus Uckermark und Mecklenburg-Vorpommern (Mecklenburg-Vorpommern),Medien,0
UM.tv - Fernsehens aus Uckermark und Mecklenburg-Vorpommern (mabb),Medien,0
tvM Meissen Fernsehens,Medien,0
SR Fernsehens,Medien,0
Spreewald Fernsehens – SWF,Medien,0
TOGGO Radios,Medien,0
Radios Seefunk,Medien,0
Radios Siegen,Medien,0
Radios Slubfurt,Medien,0
Radios T,Medien,0
Radios WSW - TV,Medien,0
Radios WSW,Medien,0
Radios WMW,Medien,0
Radios Westfalica,Medien,0
Radios WAF,Medien,0
Radios VHR,Medien,0
Radios Vest,Medien,0
SWR Fernsehens,Medien,0
Radios Unerhört Marburg,Medien,0
Radios TEDDY (NRW),Medien,0
Radios TEDDY (Mecklenburg-Vorpommern),Medien,0
Radios TEDDY (Hessen),Medien,0
Radios TEDDY (bundesweit),Medien,0
Radios TEDDY (Bremen),Medien,0
Radios TEDDY (Berlin),Medien,0
Radios TEDDY,Medien,0
Radios Ton Heilbronn/Franken,Medien,0
Göttinger Tageblatts,Medien,0
Lokal-Anzeigers Hamburg,Medien,0
Erfurter Tageblatts,Medien,0
Neumarkter Tagblatts,Medien,0
Offenburger Tageblatts,Medien,0
Obermain Tagblatts,Medien,0
Oberbergischer Anzeigers,Medien,0
Nordfriesland Tageblatts,Medien,0
Nordbayerischer Kuriers,Medien,0
Niedersächsisches Tageblatts,Medien,0
Landsberger Tagblatts,Medien,0
Kyritzer Tageblatts,Medien,0
Kreis-Anzeigers für Wetterau und Vogelsberg,Medien,0
Kreis-Anzeigers,Medien,0
Kölner Stadt-Anzeigers,Medien,0
Isenhagener Kreisblatts,Medien,0
Meller Kreisblatts,Medien,0
Meininger Tageblatts,Medien,0
Neues Granseer Tageblatts,Medien,0
Mindener Tageblatts,Medien,0
Mühlacker Tagblatts,Medien,0
Mühldorfer Anzeigers,Medien,0
Gladbacher Tageblatts,Medien,0
Gersweiler Anzeigers,Medien,0
Westerwald Kuriers,Medien,0
Neuwied-Rhein Kuriers,Medien,0
Neusser Tageblatts,Medien,0
Radios Utopie,Medien,0
NDR 1 Radios MV Wochenende,Medien,0
Krefelder Tageblatts,Medien,0
Radios Pomerania,Medien,0
Altenkirchener Kuriers,Medien,0
Bad Abbacher Kuriers,Medien,0
Radios Rur,Medien,0
Schlager Radios (Berlin),Medien,0
Radios RSG,Medien,0
Naumburger Tageblatts,Medien,0
Murnauer Tagblatts,Medien,0
Radios Rüsselsheim,Medien,0
Radios Wuppertal,Medien,0
Flensburger Tageblatts,Medien,0
Erdinger Anzeigers,Medien,0
